idx,class,conversation
94,일상 대화,"  벅수 목욕 좀 시켜줘
  살살 달래가며 시켴  상상 중
  아 내가 시켜준다구 
  기다료 
  지금 완전 기름 묻었대
  에그머니나 뭐하다가 묻엇댘 
  내가 시켜 준다는데 매번 거절해 
  휴 차 밑에 고양이 잡으러 갔다가
  아니 졸귀네 벅숰
   고양이
  미용실까지 버틸거라나 
  차에 기름이 묻어 있었나 봐
  목욕 시키기 힘들겟넼 
  벅수는 개구쟁이구나 
  기름이라니 윽
  진짜 사고뭉치야...
  집에 오늘 새 쇼파 왔거든
  뭔가 뛰어 댕기는 거 상상함
  그거 잘 안 씻길 텐데 우짜누
  엄마가 거기 벅수 올라갈까 봐 노심 초사임
  맞넼 
  그거 엄청 신경 쓰일 듯
  아 엄마 쇼파 새로 사신 거 벌써 왔어?"
95,일상 대화,"  우리집 고양이는 내거 변기에 앉아 있으면 무릎 위에 올라와서 항상 자.
  거기가 편한가?
  너희집 고양이들은 화장실 바닥에 많이 앉아 있던데.
  그러니까, 우리집 고양이들이 화장실을 좋아하나봐.
  신기하기는 하네.
  그리고 너희집 고양이들은 화장실 바닥에다가 똥싼다며.
  맞아, 이왕 쌀거면 변기에 싸주지.
  에이, 고양이한테 뭘 바래.
  거실 바닥에 안싸는 걸 감사하게 생각해.
  아니야, 내가 아는 이모집 고양이는 진짜 변기에다가 똥싸더라.
  진짜?
  물도 내려?
  아니, 물은 못 내리는데 똥은 싼대.
  우와, 진짜 신기하다.
  너도 그렇네 훈련시켜봐."
96,일상 대화,"  형님 요즘도 랑 산책해?
  오전에 출근 안 하는 날은 할걸
  네 일주일에 번 정도는 산책해요
  오늘도 랑 산책했어?
  아까 애들 등교하고 오는 길에 산책하는거 봤어
  오늘 했어요 언니 봤구나
  부지런하네 이제 나이가 많이 들어서 걷기 힘들어하지 않아?
  요즘도 산책 분해?
  분 해 힘들어하진 않아요
  는 건강하구나 여전히
  많이 건강한 편이지
  잘 먹고 매일 산책하니 건강한 편이네"
97,일상 대화,"  해지니까 개춥지 않냐
  엉 맞아
  나도 그 얘기 할라 함
  어 바람 불면 쌀쌀해 
  엄청 발 시리당 지금...
  수면양말 신으셈
  저녁에는 진짜 춥더라 윽
  나 발난로 켰어...
  따땃해 조금
  나 잘 때 수면양말 신고 잠
  아이구 손발이 차서 우째
  수면 양말 신어도 수족냉증은 노답임
   너도 수족냉증임 ?
  도 손발 차지?
  그니까 손발 넘 차당
  겨울이여
  엉 맞음
  수족냉증 근데 이제 적응댐
  둘 다 왜 구러냐 
  따셔지라구우
  나도 수족냉증인 거 같음
   그거 손 주물럭 해야 된댜
  나는 몸에 열이 넘나 많음;"
98,일상 대화,"  독극물 물 마신 사람 죽었다네
  아니 그 사람은 무슨죄냐
  진짜 그 친구는 왜 물에 독극물을 넣은거지
  집단 괴롭힘이 원인 아닐까?
  그러게 그니까 회사물에 넣은거지
  아니 얼마나 괴롭혔으면 그래
  모르지 그런게 아닐수도
  그런데 어느 회사인지 모르지?
  응 전혀 알려진게 없더라고
  아 진짜 취직 어렵게 했을텐데 아쉽네"
99,일상 대화,"  나 결국 배드민턴채 샀다?
  결국  샀어? 그래서 치긴 했어?
  아니 지난 주말엔 자전거 타느라 못쳤어
  그럼 언제 하게
  오늘 퇴근하고 해봐야지
  누구랑 칠건데
  남자친구랑 쳐야지~
  오~ 둘이 같이 운동하고 좋네
  응응 요즘 날도 좋아서 운동하기 딱이야
  맞아 덥지도 않아서 적당한 것 같아"
100,일상 대화,"  이번에 나 차를 사서 이제 우리 집 차가 대야.
  와 진짜 너 부럽다 부자네
  부자는 아니고 각자각자 필요한 데 같이 쓸 수가 없어서 힘들지만 샀어.
  그게 능력인거지 정말 최고다
  진심으로 부럽다
  빚낸거지. 갚을 일이 걱정이지만 대니까 편하다.
  그렇구나 우린 한대로도 편해서 불편함은 잘 모르겠어
  우린 대가족이잖아. 아빠도 필요해서 말이야.
  내가 사드렸어.
  빚이지만 그래도 능력자다 너
  교통의 불편함을 해소하고자 경제적인 불편함을 택하였지.
  이게 요즘은 현명한건지도 모르겠다"
101,일상 대화,"  포터를 중고차 사려했는데 새차랑 가격차가 많이 안나더라.
  응 생각보다 가격차이가 크지 않아서 놀랐어.
  잘 사면 괜찮은거 산다고 하던데 아닌가보네
  갑자기 새차를 사야하나 고민이 되는 걸.
  요즘 새 차의 출고기간이 적어도 개월이라서 중고차로 몰린다고 해.
  요즘 코로나 때문에 폐업한 사람이 많아서 중고차 많다던데
  전기차로 곧 바뀔거라 새 차를 사기도 그렇겠다.
  세상에 년식 만킬로 주행한 중고차가 만원 대야.
  중고차는 무조건 발품 팔아야돼
  포터 중고차는 많은데 수요가 있어서 가격이 안떨어지나봐.
  새차가 만원이니 실제 만원에서 만원 차이 밖에 안나.
  그래 포터는 수요가 많은 편이지"
102,일상 대화,"  '이터널스' 영화 아는 사람 있어?
  응, 나 그거 알아. 개봉하면 바로 볼 거야.
  그게 무슨 영화야?
  새로 출시되는 마블 영화야.
  나는 엄청 기대하는 중이야.
  언제 개봉해?
  월 일에 개봉한대.
  이번 마블에 마동석도 출연해.
  헐, 엄청 재밌겠다.
  맞지, 한국인이 마블에 나오다니...
  마동석 많이 나왔으면 좋겠어.
  그러게, 멋진 캐릭터였으면 좋겠다."
103,일상 대화,"  와 맨유 참패했구나
  형은 라이브로 본거지?
  응 난 호날두 때문에 무조건 챙겨봐
  호날두 인성 문제 나오던데?
  응 지다보니 열받았겠지
  경기가 잘 안 풀린거야?
  그냥 맨유가 자동문이더라
으로 진거 맞지?
  응 살라가 해트트릭을 했어
  살라가 의외로 롱런하는구나"
104,일상 대화,"  아 강아지 껴안고 싶다
  강아지 의견은 안 물어보는 거야?
  강아지는 들어 올리면 불편해
  강아지들도 자세가 있잔어
  왜 시비야  강아지 키우고 싶은뎅 
  강아지 생각도 들어봐야지 
  싫을 거 같은데 강아지는
  강아지도 주인을 선택할 권리를 줘라
  야 내가 강아지들한테 인기가 얼마나 많은디
  엥 착각은 자유니까 존중할게
   강아지는 사람을 다 좋아하더라구
  아니 진짜로 강아지들이 나 좋아한다니까
  그니까 강아지는 천사야
  신기해
  에휴 버림받아도 또 사람을 따르는 게 너무 불쌍해
  진짜 강아지들은 왜 그렇게 인간을 사랑해줄까
  그니까  왜 사랑만 주는 거야
  진짜 어떻게 보면 안타까움
  맞아 솔직히 인간은 그런 사랑에 보답할 수 없는데
   바보 생각하니까 마음 아프네
  반려동물은 사랑으로 키워야 할까 돈으로 키워야 할까 둘 중 하나를 꼭 고른다면"
105,일상 대화,"  나 헤어졌다...
  뭐야 너 괜찮아?
  어쩌다가 헤어졌어? 걔랑 결혼할 줄 알았는데.
  몰라 이유도 말을 안 해주네.
  너희 싸우지도 않았었잖아. 짐작가는 이유라도 있어?
  진짜 사람 일 모르네... 만날 때도 그렇게 갑자기 만나더니  안타깝다.
  그러게 결국 우리 전부 솔로가 됐네.
  그래도 다시 한 번 잡아봐.
  이대로 받아들일 수 있겠어?
  이런 슬픈 분위기에 미안한데, 나는 지금은 솔로가 아니긴 해...
  어쨌든 술이나 한 잔 하면서 얘기하자 지금 어디야?
  카톡도 전화도 차단해서 연락이 안돼... 지금 집 앞에서 술먹고 있다 지금 올 수 있어?
  너무 술 오버해서 마시진 말고. 아직 끝난 거 아니니까 잘 마음 추스리고 있어봐.
  나는 지금 갈 수 있지... 너도 빨리 나와 카톡으로만 위로하지 말고.
  그래 기다리고 있을게 다들 와줬으면 좋겠다.
  그래 나도 혹시 듣는 거 있으면 말해줄게.
  에휴... 금방 갈 테니까 기다려."
106,일상 대화,"  저번에 제주도 중학생 살인사건 이슈였던 거 알지?
  엥 제주도 중학생 살인사건?
  난 못 들었어 
  헐 진짜?
  그거 몇달 전까지만 해도 이슈였는데!?
  응 나 그거 지금 처음 들어 보는데?
  헐  남자 두 명이 남자애 죽였어 
뭐야
  집단 폭행 했는데 죽은 거야?
아니
  계획된 살인이었어,
  왜 죽인 줄 알아?
  계획을 했다고?
  중학생이?
  왜 죽였는데?
  어 그 살인자 중 한 명이 그 중학생 엄마랑 사귀던 사이였대,
  어? 이건 또 뭔 소리야?
  근데 그 중학생 엄마가 자기랑 헤어지고 싶다고 하고 찾아오지 말라고 하니까 화나서 애기 죽인 거,
  헐 어이없어
  아니 그 엄마도 이상한 거 아니야?
  하, 그냥 애꿎은 애기만 하늘나라 간 거지,
  아니 그 중학생도 엄마도 둘다 이상한데?
  왜 중학생이 이상해  애기는 피해자인데 
  근데 헤어졌다고 그 아들은 왜 죽여
  지가 뭔데"
107,일상 대화,"  다들 국민지원금 다 받았어?
  그 만원?
  나 받아서 잘 씀
  최근이 차인가? 거의 대부분 준거같은데  안받았어?
  최근에 또 재난지원금이 있었어?
  월에 있었어
   안받았네 
  신청 아직도 될라나?
  빨리 찾아봐야겠네 
  꼭 해 만원 꿀꺽
  그걸로 갤럭시워치 산 사람들 다 환불인가? 권고 하던데
  있는지도 몰랐네 나는 
  삼성이 힘 좀 더 써보면 개이득이었을듯"
108,일상 대화,"  나는 과연 결혼을 하긴 할까
  엄마는 우리 딸 시집 못 보내
  그런 소리 하지 마
  너가 쟤 나이 먹어서도 시집 못 가면 데리고 살 거냐?
  엥 엄마 말이 진짜 그거겠는가
  당신은~ 왜 이렇게 말을 그렇게 한가
  결혼 가능할 때 하라고 해야지
  누가 뭐랬나~ 결혼 할 때 되면 알아서 하겄지~
  지금 남자친구랑 결혼까지 할 거야?
  너 걔랑 결혼 생각이 있냐?
  결혼 하게 되면 지금 남자친구랑 하는 게 제일 나을 듯?
  맞아~
  엄마도 너 지금 남자친구 맘에 들어
  본 적이 있기는 하고?
  엄마 꾸미 산책 시킬 때 잠깐 본 적 있지?
  응 그때 한 번 봤는데 되게 예의 바르고 착해~
  그러냐? 나중에 같이 밥이나 먹자 해라
  응 싫어.
  내가 왜 남자친구를 데리고 와?
  나중에 상견례 자리에서 봐
  진짜 지금 남자친구랑 결혼하게~?
  그래라. 잘 만나고"
109,일상 대화,"  우리 집에선 내가 제일 키가 큰거 같에
  저도 집에서도 제가 제일 날씬해요
  내 와이프는 좀 퉁퉁한 편인데 니신랑은 어떄?
  제신랑은 키는 큰데 배가 많이 나왔어요
  우리아이들도 날 닮아서 그런지 키가 엄청 커
  저희 아이들은 숏다리라서 다리가 짧아요
  우리 와이프는 엄청 나게 미인이야
  연예인 빰칠정도야
  부럽네요 근데 왜 뚱뚱하다고 하세요"
110,일상 대화,"  오빠는 디저트류 안 좋아해?
  나 디저트 엄청 좋아하지 
   아 진짜? 아이스크림 좋아해?
  아이스크림 되게 좋아해  베라 광이야 나
   와  역시 베라지 이번에 신메뉴 먹음?
아니
  이번에 신메뉴 고구마 말하는 건가?
  어 맞아
  그거 먹어봤어? 궁금함!
아니
  아직 안 먹어봤어 
  나 고구마를 안 좋아해 
   헐 고구마 아이스크림 안 먹어봤어? 그거 존맛인데
   한번 다음에 너 먹을 때 한입 먹을게 
아니
  나도 고구마 아이스크림 안 먹어볼 때는 별로일 거 같았는데 진짜 먹으면 존맛이야!
  아 그래?
  그럼 한번 먹어봐야겠다 
  어 진짜 강추야 진짜 존맛임!
  그거랑 비비빅 단호박도 존맛!
  비비빅? 나 그거 아이스크림 좋아 하는데 
   어 그거 인절미맛이랑 흑임자 맛도 나왔는데 그거 알고 있었음?
  어 인절미는 당연히 나도 알고 있지 "
111,일상 대화,"  담배 냄새는 늘 맡아도 손사래를 치게 만들어.
  맞아, 특히 길거리에서 앞사람이 담배를 피면 그 연기가 뒤로 와서 간접흡연도 되고 나도 피해를 보는 것 같아.
  그런데 담배가 안 좋다는건 다 아는데 왜 못 끊을까?
  니코틴에 중독이 돼서 쉽게 끊지를 못해.
  나는 담배를 절대 안 필거야.
  나도야!
  담배 피는 사람 옆에 가면 담배에 절여진거 같아.
  건강을 위해서 금연을 다들 하면 좋겠어.
  담배를 피면 폐 건강도 안 좋아지고 버거씨병이라는 무서운 병도 걸리는데.
  구강 건강도 안 좋아져.
  담배를 피면 온 몬이 안 좋아질거 같아.
  담배 대신 껌이나 은단을 먹으면서 금연을 했으면 좋겠어.
  그럼 담배값도 줄이고 건강도 되찾고 좋을텐데.
  금연을 며칠만 해도 몸이 좋아지는게 확 느껴진다는데.
  다들 건강하기 위해서 담배를 피지 말거나 금연을 해!"
112,일상 대화,"  소개팅 안 나갈래? 완전 괜찮음!
  소개팅? 나 요즈음 살쪄서 좀 그런데
  바로 말고 한 달 뒤~?
  어차피 그분도 시간 없대
  그런데 소개팅을 해 주라고 해? 
  신기하다
  외로우신가봐  할 거야?
  그러면 자리 마련하고
  어떤 스타일인데?
  그냥 훈훈하게 생기셨어
  전에 같이 운동 다니던 분이야
  아 니가 덩치 좋다고 했던?
  그런 사람이면 완전 대환영이지
  안 그래도 너부터 생각나더라
  몸 좋은 사람 이상형이라며
  어깨도 당근 태평양 같겠지?"
113,일상 대화,"  요즘 걸그룹 너무 이뻐
  나는 이효리가 제일 좋아
  걸그룹 누가 좋아
  다들 너무 이쁜 것 같아
  아직도 이효리를 보면 가슴이 뛰어
  요즘 다 이뻐 
  수지도 너무 이쁘더라구
  이효리는 거꾸로 해도 이효리잖아
  나도 수지 좋아해
  아이유도 너무 귀여워 
  수지보다는 이효리가 이쁜 것 같아
  이효리도 물론 좋긴 해
  수지 이번에 광고 찍었더라구
  아이유는 노래를 정말 잘 불러
  광고 보면 사고 싶어지더라구
  춤도 잘 추고 노래도 잘 불러서 좋아
  수지는 광고를 많이 찍는 것 같아
  끼가 중요한 것 같아"
114,일상 대화,"  나 어제 결혼식 다녀왔어
  뷔페 먹었겠네 부럽다
  누구 결혼식? 너 결혼했니?
  아니 외삼촌 결혼식이지
  외숙모 생기겠네 우와
  축하한다고 전해드려
  나 다음달에 동생 생겨
  우와 부럽다 여자남자?
  왜 외삼촌이 속도위반하셨어?
  여동생 생겨 되게 설레
  아 친동생 얘기하는 거였구나!
  좋겠다 나도 동생 갖고싶어
  내일이면 벌써 아버지 제사네...
  너네집은 제사 지내나보구나?
  가족들 모두 모이겠네"
115,일상 대화,"  아 다이어트 언제 하노 진짜\
  그냥 하지 마
  일 끝나고 해
  너네가 싫어할 수도 있는데 난 말라서 고민임
  아 근데 다이어트 더 이상 미룰 수 없어...
   말라서 고민이래
  진짜 그런 고민 해보고 싶어
  이것도 힘들어
  살이 잘 안 붙어 진짜...
  그러니까... 오빠랑 말 안 할래  나는 다이어트가 평생 숙제인데
   진짜 부럽다
  나랑 주일만 살면 키로 찔 수 있음
  나도 근육남이 되고 싶은데 지방이 없어서 근육도 안 생김 ;
   나랑 살면 하루 오 키로 가능함 
  대신 내 다이어트도 망하겠지
   하루 오 키로 미쳤냐고 
  못할 건 없지
  난 그냥 식욕이 별로 없어 원래
   아 진짜 다이어트 언제 하냐고 미치겠네
   아니 누가 하지 말라고 했냐고
  원래 그건 평생 숙제라고 했어
   하지 말라고 안 했는데 다이어트 못하는 나...
  그니까 절대 못해 다이어트 어케 하는 겨
  스스로가 스스로를 못하게 막는 중"
116,일상 대화,"  요즘은 벽에 장식을 거는 사람들이 많이 늘어난 것 같아
  뭔가 집에 장식을 걸어두면 옛날 집 같지 않아?
  요즘은 큰 그림도 많이 걸고, 천으로 된 포스터도 많이 걸더라고. 그런데 깔끔하고 예쁜 것 같아
  그렇구나. 천 포스터는 못본 것 같아
  요즘은 미니멀리즘이 대세잖아..
  그래서 그런지 가구는 이케아 같은 깔끔한 느낌의 필요한 몆개의 가구만 놓는 것 같아.
  그리고 무지 벽지에 기분이나 계절에 따라 장식에 변화를 줘서 인테리어를 마무리 하더라고
  오, 그러면 깔끔해보이고 번거롭지 않게 집안의 분위기를 쉽게 바꿀 수 있어서 좋긴 하겠다
  그렇지? 그리고 쓸데 없이 부피가 큰 물건이 없어서 공간 활용도 좀 더 용이하다고
  나는 맥시멈리즘이라 집에 물건이 넘쳐나서 방이 비좁아
  너도 이번 기회에 미니멀리즘이 되어보는 건 어때?
  음, 아직까지는 맥시멈리즘이 좋지만 미니멀리즘이 되어서 깔끔한 방에서도 생활해보고 싶긴 하다"
117,일상 대화,"  다들 선크림 잘 바르고 다녀?
  응 나는 선크림 항상 바르고 다녀
  나도 선크림 매일 매일 발라
  맞아  가을 햇빛이 따가워서 선크림 자주 발라야해 
  선크림 안 바르면 밖에 안 나가지~
  선크림 안 바르면 피부 상해 
  나는 귀찮아서 선크림 잘 안바르는데 
  맞아 제대로 발라야 피부에 좋아
  선크림이 노화 예방도 해줘 
  헐  진짜?
  노화 예방도?
  피부가 덜 늙게 해주는 효과가 있지
  그래서 선크림 무조건 발라야 해 
  아 선크림 잘 발라야지  근데 귀찮아 
  선크림 바르고 안바르고 차이가 심하잖아
  맞아 차이 엄청 나지 
  응  그래서 그런가 피부가 엄청 안좋아 
  피부를 위해서라도 선크림은 꼭 발라야 해
  귀찮아도 분만 투자해 보자"
118,일상 대화,"  버스 타고 집에 가는 거야 ?
  버스 타고 집에 가겠지 
  넵 부산 사상 시외 버스 터미널 
  부산에서 삼천포까지 꽤나 걸리겠는뎅
  남친 생기면 데리다 주고 막 그럴 텐데 
  한 왕복 시간 정두?
  사상에서 타면 삼천포 직행?
  삼천포에 하나 만들어서 태우러 오라하는 거쥐
  맞아요 삼천포 직행입니다 
  남자친구가 삼천포까지 우찌 데려다 줄 꺼고...
  올해 크리스마스 까지 한 명 사겨 봐 
  남친 너무 힘들 것 같은데용 
  왕복 시간이면 나쁘지 않군 
  그러게 그리 길진 않군
  아잌  크리스마스 까지 무리입니다
  생각보다 빨리 간당
  내년 크리스마스까지 목표 
  그쵸 버스에서 잠자면 금방이에용"
119,일상 대화,"  이 일주일간 약 먹어야한대
  일주일이나 먹어야한대?
  사람보다 강아지가 감기가 오래간다더라고
  에휴... 이 진짜 고생하네
  이가 감기 걸렸던 적이 한 번도 없었는데 
  헐... 그럼 더 걱정되겠네
  이도 나이를 먹어서 그런가 ...
  아, 살까지 살거라
  살까지 살거라,
  오래오래 건강하게 살거라,"
120,일상 대화,"  아버지랑 다퉜어
  무슨 이유로?
  나랑 맞지 않은것 같아
  어떤 부분이?
  모든 부분이 맞질 않아
  크게 다퉜어?
  응 큰소리내고 싸웠어
  잠깐 아버지랑 떨어져있는건 어떨까?
  응 나와서 살까 생각중이야
  그래 잘 고민해봐"
121,일상 대화,"  가족들은 자주 만나세요?
  저희는 집이 다 가까워서 자주는 아니지만 필요할 때 만나요.
  다 같은 지역에 사세요?
  한명은 아닌데, 부모님과 남동생은 차로 분 이내 거리에 살아요.
  한명은 여동생 인가요?
  맞아요. 결혼하고 대구에 살고 있어서 좀 멀어요.
  그렇군요. 여동생 많이 보고 싶으시겠어요?
  꼭 그렇지만은 않아요. 대구에서 자주와요.
  아~ 그렇군요. 그럼 동생분들도 다 결혼 했어요?
  네네 다들 결혼해서 한 번씩 모이면 대 가족이 된답니다."
122,일상 대화,"  나 영화 공짜표 생겼는데 같이 갈 사람?
  나
  나 같이갈래!
  한 명만 가능해
  헌혈하고 받은거야...내 피 줬어...
  난 그럼 눈치있게 빠질게
  야... 양보해라...
  둘이 데이트해
  둘 다 싫은거야?
  데이트? 너 말이 좀 심하네?
   얘들아 지금 내 피 주고 너희를 위해 표 받아왔다니까
  우리 우정 얇다 정말
  그럼 우리 둘 보게 표 주라
  하 이러면 안되겠다. 아 우리 둘이 갈게.
  하 그래
  이게 맞다. 그치?
  험한 말 나오기전에 그만하자
  그래서 누구누구 가는 거야 
  너랑 나랑 둘이 가는 거지 
  
  아싸 영화 나이쓰~"
123,일상 대화,"  너희는 마사지 받아본 적 있어?
  아니, 나는 한번도 안 받아 봤어.
  나도야.
  기회가 된다면 태국 마사지 꼭 받아봐.
  태국 사람이 해 주는거야?
  하면 좋아?
  응, 태국 사람이 해주는데 피부도 부드러워 지고 엄청 나른하고 시원해져.
  어떻게 마사지 해주는데?
  그러게 어떻게 하길래 태국 마사지가 그렇게 유명할까?
  나도 잘 모르겠어.
  너 태국 마사지 받아본거 아니었어?
  그러게.
  번인가 받아는 봤는데 엄청 따뜻해서 다 코 골면서 잤어.
  아니, 얼마나 시원하면 번이나 갔는데 다 자.
  우리 엄마는 얼굴 마사지가 제일 좋았다고 하시던데."
124,일상 대화,"  고양이는 안좋아해?
  고양이 좋아해
  어떤 고양이를 좋아해?
  고양이 종을 잘 몰라서.
  길고양이도 귀엽지 않아?
  귀엽게 생기긴 했드라
  새끼고양이가 더 귀여운것 같아
  저번에 새끼고양이 뛰는거 봤는데 너무 귀여웠어
  그럼 다음에 고양이카페 가볼까?"
125,일상 대화,"  요샌 온라인으로도 자격증을 딸 수 있더라
  맞아 사이트도 엄청 많아
  진짜? 온라인으로 시험도 치는거야?
  나 사실 온라인으로 바리스타 땄는데 못믿겠어
  그래도 온라인 시험보고 요가 선생님 되는건 너무하더라
  와 신기하다 수업만듣는게 아니고 시험도 치다니
  코로나 때문에 실습을 못했거든
  나도 온라인으로 바리스타를 따봐?
  그건 실기시험이 있는데 어떻게 가능해?
  나도 잘 모르겠어 자격증이 집에 왔어
  그러니까 말이야 말만 바리스타인 것 같은데
  신기하다 언택트 자격증이네
  집에서 바리스타 할 수는 있어서 좋은가
  한번 라떼 만들어줘봐
  그래 나 라떼 엄청 좋아하는데 맛있겠다"
126,일상 대화,"  이번주에 페이스왁싱 받기로 했어
  그거 드디어 가는구나
  그러게 드디어 가네 어디서 받아?
  맨날 미루다가 드디어 간다
  나 그냥 집앞에서 받으려고 멀리까지 가기는 너무 귀찮아
  가격은 얼마래?
  싸지?
  꽁짜야!
  엥 어떻게 공짜야?
  그 실습생들이 해주는거라 꽁짜로 하는거야
  와 진짜? 좋겠다
  내 살도 같이 뜯기는거 아닌가 모르겠네
   그거 하고나면 피부에 뭐 날 수도 있어
  그니까. 실수하면 어떡해?
  잘 해주시겠지... 옆에서 원장님이 봐주신다니까 잘 할거야
  오 다행이네
  잘 받고 와
  잘하고 와"
127,일상 대화,"  우리 할머니가 아프시대
  병원 모시고 가봐
  검강건진 받게 도와드려
  이제 할머니도 나이가 많이 드셨나봐
  그런가보다 잘 보살펴드려
  그래도 장수 하셔서 다행이다
  너희 조부모님은 건강 괜찮으셔?
  나 친 조부모는 돌아가셨고 외가쪽은 건강해
  난 둘다 없어
  할머니가 입원하시면 가족들이 돌아가면서 간호해 드리려고
  응응 그래야 할 것 같아
  착하네 할머니가 좋아하시겠다
  우리 할머니 빨리 나으시라고 기도해줘!
  이미 하고 있지
  할머니 아프시지말고 만수무강하세요"
128,일상 대화,"  요즘 우리가족들이 텃밭을 하신대
  집 앞에 밭이 있는거야?
  응 조그마하게 하고 계시다더라고
  어떤 걸 심으셨대?
  무랑 고구마 같은걸 심으셨대
  식량을 심으셨구나
  맞아 요즘 그걸로 밥해 드신대
  다 자라면 너에게도 보내주시겠네
  아니 그 정도로 많지는 않아
  다음에 가서 먹어봐"
129,일상 대화,"  여자애들은 엘사가 만능임
  엘사 요즘 좋아하는 건가
  앜  애기들은 그렇더라 
  남자애들은 카봇이 만능이구
  타요  뭐 그런 거 생각나는데
  콩순이도 좋아하던데 
  응 특히 겨울에는 엘사가 짱임
  오 카봇이구나 이제 ...
  조카가 엄청 좋아하더라
  콩순이가 아직도 인기야?
  애기가 없어서... 아무것도 모르네여
  그래서 그런 거 선물로 사줌 
  언제 적 콩순이심...
  대단하네
  콩순이라니... 그것도 아직?
  콩순이도 요즘 아냐? 
  콩순이 라떼도 있었던 듯...
  진짜 콩순이 인기 좋네..."
130,일상 대화,"  아이돌들이 넘 말랐어
  아 그래 허리가 무슨 한뼘이야
  맞아 
  근데 카메라엔 부하게 나와서 어쩔 수 없다더라
  블랙핑크 아시는 분 있나여
  그런 거 보고 청소년들이 다이어트 하잖아
  진짜 걔네 따라 갈려면 쫄쫄 굶어야 해
  블랙핑크 요즘 왜케 멋있냐...
  진짜 너무 말랐어 
  일반인은 안 그래도 되는데 
  제니 걔는 진짜 이쁘더라
  그거에 맞춰서 요즘 옷도 나오나 봄 
  제니는 귀하게 생겼더라 진짜
  제니는 한 키로 될 듯
  진짜 맞는 거 하나도 없어
  한줌이야 한줌 
  인간 샤넬이라잖아 
  진짜 고급지게 생김 
  그렇다고 하더라 "
131,일상 대화,"  이 왜 또 수염 기름?
  이 수염 자르니가 어색함
  나 외국 여자 만나려구!
  그거 넘 일본 사람 같음
  외국 여자는 수염 좋아한댕?
  상남자는 수염 기르자너
  이는 순한 맛이 나은데
  오우... 니혼진 데스네...
  상남자가 요즘 트렌드임
  상남자가 아니잖아...
  그니까 코로나 검사하고 울고
  왜... 나... 머... 어때서
  너가 상남자가 아닌디
  나도 수염 기르고 싶다 근데
  나 약한 남자야?
  수염 니가 다듬는 거임?
  열심히 아끼고 닦고 관리하더라
  알아서 자라는뎅 "
132,일상 대화,"  제주도에 서핑 많이 하데...
  어어 진짜 나 해보고 싶음 
  저기 서귀포 쪽 가면 서핑은 성지가 있더라
  진짜 행복해 보이더라
  재밋을 듯 아직 안 해봄 ?
  진짜 엄청 많음 하는 사람
  엉 잘 타는 사람들은 개멋있
  그래  다하더라
  멋있음
  나는 아직 안 해봤는데 꼭 해보고 싶다
   이제 갔다고... 한 달...
  나도 그런 거 해보고 싶은데 
  차나 오토바이에 서핑보드 딱 실어서
    할 거 천지다 부럽...
  아니 이제 가면 계속놀아야지 
  세상 할 거 는 많은데 돈이 많이 든다...
  그니까 졸 간지다... 상상만 해도
  그래 우리 삶도 지루한데 
  제주는 돈만 많으면 다 할 수 있긴 해"
133,일상 대화,"  우리 예전에 회사에서 교육 받았던거 기억나?
  어디 회사? 교육을 워낙에 많이 받아서 말이지.
  말이야 연수도 가고 그랬잖아
  아. 당연히 기억나지. 재밌었지
  그래 그때 너무 재밌었어
  다시 또 받고 싶다.
  일 안하고 교육받으며 놀 때가 좋았어.
  그 교육 다시 받으라고 하면 할 수 있겠어?
  일하는 것 보단 낫지 뭐.
  다시 가라고 했으면 좋겠어.
  어 나도 그때 교육도 사람들도 그립다 정말
  그런 교육은 다시는 없겠지. 아쉽다."
134,일상 대화,"  나 머리 이상하지 않아?
  응? 아니? 괜찮은데 왜?
  잘 어울리는 거 같은데 마음에 안 들어?
  그런가?
  괜찮다고들 하는데 나는 좀 어색하네.
  항상 생머리로만 다니더니 컬을 넣은 머리 잘 어울려.
  원하는 스타일로 해달라고 한 거 아냐?
  연예인 사진 들고 가서 해달라고 했지.
  컬 위치가 조금 다르지만 사진하고 비슷하게 된 거 같아.
  연예인들은 드라이 한 거 아냐?
  응~ 그래서 손질하기 쉽게 해달라고 했지.
  전문가들은 항상 쉽다고 하던데 나는 안 되던 걸.
  근데 안 해보던 사람이 하려면 힘들지 않아?
  좀 어려운데 연습하고 있어.
  곧 익숙해지면 잘 할 거야.
  지금 머리 예쁘니까 어색해 하지마~"
135,일상 대화,"  요즘 다들 자격증이니 뭐니 해서 열심히 공부하더라고.
  당연하지. 이제 자격증이나 토익 성적 없으면 안되는 시대니까~
  나야 뭐 그렇다 치는대, 다른 애들은 어떤 공부를 하고 있는걸까?
  일단 너가 따려고 했던 정보처리기사 시험을 준비하는 애들이 많더라고.
  정처기를? 왜?
  그거 전공자 아니면 따봤자 의미 없지 않아?
  요즘 코딩하는 사람들을 엄청나게 뽑고 있잖아.
  그래서 그렇지. 
  하긴, 초중고에서도 코딩 가르치는 시대인데. 
  그리고 토익은 사실상 기본이나 다름 없고, 자기 전공 분야 자격증도 준비하는 애들이 많지.
  그런데, 자격증보다 학점이 높은게 더 유리하지 않을까?
  글쎄, 낮은 학점을 자격증으로 커버하는 애들이 좀 많아서. "
